subject name,course name,catalog number,credits,term,description,enrollment requirements,quantatative,writing,CA1,CA2,CA3,CA4,CA4INT,TOI1,TOI2,TOI3,TOI4,TOI5,TOI6
Business Administration,Financial Management,3730,3.00,Spring 2026,"(Also offered as FNCE 3101.) An introductory examination of how a business plans its needs for funds, raises the necessary funds, and invests them to attain its goals.","Enrollment Requirements: ACCT 2001; ECON 1200 or both ECON 1201 (or ARE 1150) and 1202; MATH 1070Q and MATH 1071Q, or MATH 1131Q and MATH 1070Q or MATH 1132Q, or MATH 1125Q, MATH 1126Q and MATH 1132Q or MATH 1070Q; STAT 1000Q or 1100Q; open only to non-Business students with 40 or more credits. May not be taken out of sequence after passing FNCE 3302, 3303, 4209, 4302, FNCE 4304, 4305, 4306, 4307, 4308, 4309, 4410, 4420, 4430, 4450.",False,False,False,False,False,False,False,False,False,False,False,False,False
Business Administration,Managerial and Interpersonal Behavior,3740,3.00,Spring 2026,"(Also offered as MENT 3101.) Topics covered include individual work motivation, interpersonal communications in organizations, team building and group processes, leadership, decision-making, and understanding and managing workplace diversity. Classes will emphasize interpersonal and leadership skill-building through the inclusion of exercises which rely on active participation of class members.",Enrollment Requirements: Open to non-business majors of sophomore or higher status.,False,False,False,False,False,False,False,False,False,False,False,False,False
Business Administration,Foundations of Venture Capital,3741,3.00,Spring 2026,"(Also offered as MENT 3741.) This course introduces students to venture capital investing, one of the primary ways that early-stage entrepreneurial firms acquire funding for growth. This interdisciplinary course requires no prior knowledge and seeks to nurture interest and enthusiasm for venture capital investing and entrepreneurship. Students learn the structure of the venture capital industry, how venture firms operate, and key components of venture deals. The course helps students assess whether participation in Hillside Ventures – UConn’s student-led venture investing fund might be part of their UConn career.",Enrollment Requirements: Open only to non-business students of sophomore or higher status.,False,False,False,False,False,False,False,False,False,False,False,False,False
Business Administration,Venture Investment Sourcing and Analysis,3742,3.00,Spring 2026,"(Also offered as MENT 3742.) Students learn to apply venture investment concepts and tools by engaging in real venture investing as part of Hillside Ventures – UConn’s student-led venture investing fund. The course teaches students skills for sourcing potential deals, communicating with founders, and completing multi-faceted analyses of each opportunity. Students learn from industry experts and build their own network of founders, investors, and topic experts to support their hands-on skill development.",Enrollment Requirements: Open only to non-business majors of junior or higher status. Consent of instructor and Department Head required. Recommended preparation: MENT 3741 or BADM 3741.,False,False,False,False,False,False,False,False,False,False,False,False,False
Business Administration,Introduction to Marketing Management,3750,3.00,Spring 2026,"(Also offered as MKTG 3101.) This course provides an introduction to key marketing principles and the foundation for advanced marketing electives. Students learn to explain the role of marketing in organizations, evaluate strategies and formulate recommendations. Students gain experience in using data to develop and effectively communicate marketing decisions.","Enrollment Requirements: C or better in all of the following: ACCT 2001; ECON 1200, or ECON 1201 and 1202, or ARE 1150 and ECON 1202; ENGL 1007 or ENGL 1010 or ENGL 1011; MATH 1070Q and 1071Q; or MATH 1131Q and MATH 1070Q or MATH 1132Q; STAT 1000Q or 1100Q; open only to junior or higher non-business majors. May not be taken out of sequence after certain MKTG or BADM courses.",False,False,False,False,False,False,False,False,False,False,False,False,False
Business Administration,Strategic Brand Management,3757,3.00,Spring 2026,"(Also offered as MKTG 3757.) This course provides an introduction to building, leveraging, and enhancing brand equity and making strategic brand decisions. Students learn to design brands, build brand communities, measure brand performance, manage a brand portfolio, and conduct brand assessments.",Enrollment Requirements: MKTG 3101 or BADM 3750; open only to non-business students of junior or higher status.,False,False,False,False,False,False,False,False,False,False,False,False,False
Business Administration,Assurance Services,4243,3.00,Spring 2026,"(Also offered as ACCT 4243.) Focuses on issues relevant to the public accounting profession, such as legal liability and ethics, audit risk analysis, planning of audit engagements, audit reports, and other assurance services and reports. Students will learn to think critically about issues facing the accounting profession, primarily by analyzing cases and completing a number of individual and group research projects.",Enrollment Requirements: BADM 3202 or ACCT 3202; open only to non-Business students of junior or higher status.,False,False,False,False,False,False,False,False,False,False,False,False,False
Business Administration,Advanced Venture Investing,4741,3.00,Spring 2026,"(Also offered as MENT 4741.) This course strengthens students’ understanding of what constitutes a quality venture capital investment opportunity through their role in Hillside Ventures – UConn’s student-led venture investing fund. Members in this class lead teams through the venture investment cycle including sourcing investment opportunities, evaluating growth potential, completing due diligence assessments, and developing and finalizing deal terms.",Enrollment Requirements: MENT 3742 or BADM 3742; open only to non-business students of junior or higher status; consent of instructor and Department Head required.,False,False,False,False,False,False,False,False,False,False,False,False,False
Business Administration,Special Topics,4895,3.00,Spring 2026,"An upper-level course on special topics in business administration as announced in advance for each semester. With a change in content, may be repeated for credit.",Enrollment Requirements: Announced separately for each course offering.,False,False,False,False,False,False,False,False,False,False,False,False,False
Business Law,Legal Aspects of Personal Brand Management,2238,3.00,Spring 2026,"(Also offered as BADM 2238.) Legal issues related to personal brand management. The role of contract law, data privacy and integrity, trademark and intellectual property law, rights of publicity, ethical issues, the principal-agent relationship, and related topics. Experience in identifying and critically assessing legal challenges that arise from personal brand management and understanding how to reach concrete solutions to legal problems. BADM 2238.",Enrollment Requirements: Open only to business majors.,False,False,False,False,False,False,False,False,False,False,False,False,False
Business Law,The Legal and Ethical Environment of Business,3175,3.00,Spring 2026,"(Also offered as BADM 3720.) This course provides an introduction to law, ethics, and social responsibility, and the foundation for advanced business law electives. Students learn to evaluate the impact of the legal and regulatory system on business operations, consider the role and functioning of legal institutions, and apply legal rules such as the Uniform Commercial Code to anticipate and avoid liability. Students gain experience identifying and solving legal and ethical problems using analytical tools.","Enrollment Requirements: Open only to business majors of sophomore or higher status. May not be taken out of sequence after passing BLAW 3274, 3277 or 3660.",False,False,False,False,False,False,False,False,False,False,False,False,False
Business Law,Business and Human Rights,3252,3.00,Spring 2026,"(Also offered as HRTS 3252.) This course examines the human rights implications of multinational enterprises’ global operations. Students learn how to assess corporate social impact through a human rights framework, consider the challenges of regulating the human rights impacts of global business, analyze international policy responses, and evaluate the effectiveness of different approaches to enforcing human rights standards for corporations.",Enrollment Requirements: Open only to business students of junior or higher status. Not open for credit to students who have passed or are taking BLAW 5252.,False,False,False,False,False,False,False,False,False,False,False,False,False
Business Law,Social Responsibility and Accountability in Business,3254,3.00,Spring 2026,"(Also offered as HRTS 3254.) This course examines corporate social responsibility (CSR), accountability, and related concepts. Students learn about the actors, processes, legal and social norms that shape firm’s management of environmental, social and governance (ESG) issues from a global and human rights perspective. Students gain experience in identifying and critically assessing market-based solutions to societal challenges.",Enrollment Requirements: Open only to Business students of junior or higher status. Not open for credit to students who have passed or are taking BLAW 5254.,False,False,False,False,False,False,False,False,False,False,False,False,False
Business Law,Real Estate Law,3274,3.00,Spring 2026,"(Also offered as BADM 3274.) This course provides an introduction to the legal and ethical aspects of real estate law. Students learn to explain and distinguish basic legal concepts related to ownership, real estate interests, real estate closings, brokerage, property management, financing methods, and taxation. Students gain practical experience navigating legal documents and performing a limited title search.",Enrollment Requirements: BLAW 3175 or BADM 3720; open only to business majors of junior or higher status.,False,False,False,False,False,False,False,False,False,False,False,False,False
Business,Contemporary Issues in the World of Business,1801,1.00,Spring 2026,"Today's business world is a complex, challenging and exciting place. Each section of this course will capture some aspect of that challenge and excitement. Students will be exposed to undercurrents that challenge and perplex today's managers and executives around the globe. Students should consult the scheduling booklet for specific topics offered. May be repeated in different sections for up to three credits maximum. May not be used to satisfy junior-senior level major requirements of the School of Business.",Enrollment Requirements: Open only to freshmen and sophomores; others with instructor consent.,False,False,False,False,False,False,False,False,False,False,False,False,False
Business,Personal Financial Literacy,2235,3.00,Spring 2026,"(Also offered as BADM 2235.) Introduction to essential topics in personal finance for individuals and entrepreneurs. Financial literacy, personal finance topics including recordkeeping, budgeting, risk, insurance, credit, purchasing decisions, savings/investment options, income taxation of individuals and small businesses, and retirement savings.",Enrollment Requirements: Open only to business majors.,False,False,False,False,False,False,False,False,False,False,False,True,False
Business,Business Communications,3003W,3.00,Spring 2026,"Techniques for improving professional writing and oral communications skills and ways in which visual communications, document design, and use of workplace technologies shape the message.","Enrollment Requirements: ENGL 1007 or 1010 or 1011; Open only to Business majors of sophomore or higher status. Not open for credit to students who have passed BUSN 3002W or 3004W, or BADM 4075W or MENT 3070W.",False,True,False,False,False,False,False,False,False,False,False,False,False
Business,Business Writing and Communication,3004W,2.00,Spring 2026,"Rhetorical strategies and practices for improving professional writing and oral communications, as well as ways in which visual communications, document design, and emerging genres (e.g., new media, social media) shape professional messages.",Enrollment Requirements: ENGL 1007 or 1010 or 1011; open only to Business Majors of sophomore or higher status. Not open for credit to students who have passed BADM 4075W; or BUSN 3002W or 3003W; or MENT 3070W.,False,True,False,False,False,False,False,False,False,False,False,False,False
Business,Career Development in Business,3005,1.00,Spring 2026,"A roadmap for the college to career experience. Students will: gain an understanding of the job search lifecycle in order to create opportunities for internships, first entry level roles, or identify future career paths; complete a polished and professional job search communication portfolio (including a resume, cover letter, target-marketing plan, and social media presence); learn how to develop an effective job search marketing plan and gain insight on major labor market trends that impact employment; learn job search presentation skills including how to introduce themselves in networking situations and other job search settings; practice interviewing skills and techniques.",Enrollment Requirements: Open only to Business majors of sophomore or higher status.,False,False,False,False,False,False,False,False,False,False,False,False,False
Business,Honors Leadership Seminar,4897W,3.00,Spring 2026,"An exploration of leadership from a multi-disciplinary perspective to help students better understand and harness their own leadership style and explore, in depth, the core elements of effective leadership, the traits and behaviors of exemplary leaders and leadership in practical application. This course may be used to fulfill an Honor’s student’s Honors Thesis Requirement.",Enrollment Requirements: ENGL 1007 or 1010 or 1011 or 2011; open to senior School of Business honors students by permission of the honors advisor of the student’s major.,False,True,False,False,False,False,False,False,False,False,False,False,False
Chemical Engineering,Chemical Engineering Thermodynamics I,2111,,Spring 2026,First and second law of thermodynamics; thermal and PVT properties of matter; exact differentials and thermodynamic identities; design and analysis of power cycles; analysis of refrigeration and liquefaction processes.,"Enrollment Requirements: Recommended preparation: MATH 2110, CHEM 1128, and CHEG 2103, or consent of Chemical Engineering Program Director.",False,False,False,False,False,False,False,False,False,False,False,False,False
Chemical Engineering,Process Kinetics,3151,3.00,Spring 2026,"Theory of chemical rate; homogeneous, heterogeneous and catalytic systems. Analysis and design of batch and flow reaction systems; analysis of rate data; temperature and catalytic effects in reactor design; mass transport effects; non-ideal reactor design.","Enrollment Requirements: CHEG 3112; open only to School of Engineering students. Corequisite: CHEG 3124, 3128.",False,False,False,False,False,False,False,False,False,False,False,False,False
Chemical Engineering,Polymeric Materials,3156,3.00,Spring 2026,"(Also offered as MSE 3156.) Structure, properties, and chemistry of high polymers; solution and phase behavior; physical states, viscoelasticity and flow; production and polymer processing; design of polymers for specific applications.",Enrollment Requirements: Open only to School of Engineering students. Recommended preparation: CHEM 2444. Not open to students who have passed CHEM 3661.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemical Engineering,Introduction to Biochemical Engineering,3173,3.00,Spring 2026,"Enzyme and fermentation technology; microbiology, biochemistry, and cellular concepts; biomass production; equipment design, operation, and specification; design of biological reactors; separation processes for bio-products.",Enrollment Requirements: CHEG 3151; open only to School of Engineering students.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemical Engineering,Transport Phenomena II,3220,4.00,Spring 2026,Analysis and design of separation processes including distillation and extraction with graphical and computational solution approaches; Analytical and numerical methods for the solution of simple partial differential equations describing transport phenomena.,Enrollment Requirements: CHEG 3120 and 3112; MATH 2410Q; open only to School of Engineering students.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemical Engineering,Junior Design and Process Safety,3240,3.00,Spring 2026,"Introduction to the design of chemical engineering processes and/or products. Major topics include comparison of alternative processing steps, cost estimation and economic analysis, safety and environmental concerns in design, and ethical and societal considerations.","Enrollment Requirements: Junior standing; CHEG 2103, 2111, 3112 and 3120.",False,False,False,False,False,False,False,False,False,False,False,False,False
Chemical Engineering,Chemical Engineering Senior Laboratory,4139,2.00,Spring 2026,"Open-ended laboratory investigations in chemical engineering focusing on reaction kinetics, reactor design, process control, and mass transfer; emphasis on student teamwork and on design of experiments to meet objectives; technical report writing; oral presentations.","Enrollment Requirements: CHEG 3112; CHEG 3123; CHEG 3124; open only to Chemical Engineering majors. Recommended preparation: CHEG 3151, 4137 and 4147.",False,False,False,False,False,False,False,False,False,False,False,False,False
Chemical Engineering,Chemical Engineering Capstone Design II,4143W,,Spring 2026,"Continuation of work on chemical process and simulation projects assigned in CHEG 4140. Group work, written and oral communication, and presentation of the final project, which analyzes a chemical process from technical, economic, safety, and environmental perspectives.",Enrollment Requirements: CHEG 4140 and 4142; ENGL 1007 or 1010 or 1011; open to juniors or higher; open only to Chemical Engineering majors.,False,True,False,False,False,False,False,False,False,False,False,False,False
Chemical Engineering,Process Dynamics and Control,4147,3.00,Spring 2026,"Chemical process modeling, dynamics, and analysis. Measurement and control of process variables,design, and computer simulation of simple processes and control systems.",Enrollment Requirements: CHEG 3112 and 3124 and MATH 2110 and 2410; open only to School of Engineering students.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemical Engineering,Brewery Engineering,4230,3.00,Spring 2026,"Introduction to chemical engineering principles of brewing science. History of beer, beer styles, analytical characterization, fermentation kinetics, unit operations, brewery process design and economics. Process safety and recipe formulation will also be discussed.",Enrollment Requirements: Open only to Chemical Engineering majors; must be at least 21 years of age by the first day of the class.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemical Engineering,Air Pollution and Communities,4235,3.00,Spring 2026,"This course will provide an overview of the principles of air pollution through community-based projects. We will cover the source and impacts of air pollutants, physical and chemical processes governing air pollutant concentrations, associations between climate change and air pollution, air pollution exposure, and indoor air quality. This course will focus on these topics through an environmental justice lens.",,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemical Engineering,Introduction to Research,4989,1.00 - 6.00,Spring 2026,"Methods of conducting research; design of laboratory investigations and experiments; correlation and interpretation of experimental results; writing of formal, technical reports; oral presentations; independent student effort, initiative and resourcefulness are required.",Enrollment Requirements: Instructor consent; open only to School of Engineering students.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemical Engineering,Special Topics in Chemical Engineering,4995,1.00,Spring 2026,A classroom course on special topics as announced.,Enrollment Requirements: Announced separately for each course; open only to School of Engineering students.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Chemical Principles and Applications,1122,,Spring 2026,"Brief but comprehensive survey of important chemical theories and applications of chemistry. Preparation for one-semester courses in organic chemistry and biochemistry. Atomic structures, chemical bonding, chemical reactions, stoichiometry, states of matter, and theories of solutions. Does not fulfill the two-semester general chemistry requirement for majors in biology, chemistry, pharmacy, physics or agriculture, health and natural resources. Does not satisfy the admission requirements of medical and dental schools. CA 3-LAB.",Enrollment Requirements: Not open to students who have passed CHEM 1124. May not be taken out of sequence after passing CHEM 1127Q or 1137Q or 1147Q.,False,False,False,False,False,False,False,False,False,False,False,False,True
Chemistry,Fundamentals of General Chemistry I,1124Q,,Spring 2026,"The first semester of a 3-semester sequence that is designed to provide a foundation for the principles of chemistry with special guidance provided for the quantitative aspects of the material. Topics include the physical and chemical properties of some elements, chemical stoichiometry, gases, atomic theory and covalent bonding. CA 3-LAB.","Enrollment Requirements: Not open to students who have passed CHEM 1127Q, 1137Q, or 1147Q. Students who have passed CHEM 1122 will receive only two credits, but four credits will be used for calculating the GPA. Recommended preparation: MATH 1011Q or equivalent.",True,False,False,False,False,False,False,False,False,False,False,False,True
Chemistry,Fundamentals of General Chemistry II,1125Q,,Spring 2026,"Follows CHEM 1124Q. Topics include the properties of aqueous solutions, thermochemistry, properties of gases and chemical equilibria. CA 3LAB.","Enrollment Requirements: CHEM 1124Q; open by consent of instructor for one credit to students who have passed CHEM 1127Q, 1137Q, or 1147Q. Not open to students who passed CHEM 1128Q, 1138Q, or 1148Q. Recommended preparation: Familiarity with fundamental algebraic principles.",True,False,False,False,False,False,False,False,False,False,False,False,True
Chemistry,Fundamentals of General Chemistry III,1126Q,,Spring 2026,"Follows CHEM 1125Q. Topics include the properties of kinetics, complex ions, thermodynamics and electrochemistry. CA-3LAB.","Enrollment Requirements: CHEM 1125Q. Not open to students who have passed CHEM 1128Q, 1138Q, or 1148Q. Recommended preparation: Familiarity with fundamental algebraic principles.",True,False,False,False,False,False,False,False,False,False,False,False,True
Chemistry,General Chemistry I,1127Q,,Spring 2026,"Designed to provide a foundation for more advanced courses in chemistry. Atomic theory, laws and theories concerning the physical and chemical behavior of gases, liquids, solids, and solutions. Quantitative measurements illustrating the laws of chemical combination in the laboratory component. CA 3-LAB.","Enrollment Requirements: May not be taken out of sequence after passing CHEM 1124Q, 1137Q, 1147Q. Students who have passed CHEM 1122 will receive only 2 credits but 4 credits will be used for calculating the GPA. Repeat restrictions apply; see advising.uconn.edu/repeat-policy for more information.",True,False,False,False,False,False,False,False,False,False,False,False,True
Chemistry,General Chemistry II,1128Q,,Spring 2026,"Equilibrium, thermodynamics, nuclear chemistry, and kinetics. Properties of some of the more familiar elements and their compounds. Equilibrium in solutions and reactions of the common cations and anions in the laboratory component. CA 3-LAB.","Enrollment Requirements: CHEM 1127Q, 1137Q, or 1147Q. Not open to students who have passed CHEM 1126Q or 1138Q or 1148Q.",True,False,False,False,False,False,False,False,False,False,False,False,True
Chemistry,Enhanced General Chemistry II,1138Q,,Spring 2026,"Equilibrium, thermodynamics, nuclear chemistry and kinetics. Properties of some of the more familiar elements and their compounds. Equilibrium in solutions and reactions of the common cations and anions in the laboratory component. Can be used as an alternate wherever 1128Q is listed as a prerequisite. CA 3-LAB.","Enrollment Requirements: CHEM 1127Q, 1137Q, or 1147Q. Not open to students who have passed CHEM 1126Q or 1128Q or 1148Q.",True,False,False,False,False,False,False,False,False,False,False,False,True
Chemistry,Honors General Chemistry II,1148Q,,Spring 2026,"Equilibrium, thermodynamics, nuclear chemistry and kinetics. Properties of some of the more familiar elements and their compounds. Equilibrium in solutions and reactions of the common cations and anions in the laboratory component. Considerable personal initiative will be demanded of students in carrying out the laboratory assignments. Designed primarily for exceptionally well-prepared science and engineering students, although any qualified honors student may take it. Can be used as an alternate wherever 1128Q is listed as a prerequisite. CA 3-LAB.","Enrollment Requirements: CHEM 1147Q; or consent of instructor; designed primarily for exceptionally well-prepared science and engineering students, although any qualified honors student may take it. Not open to students who have passed CHEM 1126Q or 1128Q or 1138Q.",True,False,False,False,False,False,False,False,False,False,False,False,True
Chemistry,The Science of Chemistry,1194,1.00,Spring 2026,"Readings, lectures, films and field trips exploring the field of chemistry and its scientific and social implications.",,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Organic Chemistry,2241,3.00,Spring 2026,An abridged course in organic chemistry designed to provide a background for related fields in which a general rather than a detailed knowledge of the compounds of carbon is required.,Enrollment Requirements: CHEM 1122 or 1124Q or 1127Q or 1137Q or 1147Q. May not be taken out of sequence after passing CHEM 2443.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Organic Chemistry Laboratory,2242,,Spring 2026,"Enrollment Requirements: CHEM 2241, which may be taken concurrently. Not open for credit to students who have passed CHEM 2443.","Enrollment Requirements: CHEM 2241, which may be taken concurrently. Not open for credit to students who have passed CHEM 2443.",False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Organic Chemistry,2443,3.00,Spring 2026,Structure and reactions of the simpler classes of the compounds of carbon.,"Enrollment Requirements: CHEM 1128Q, 1138Q, 1148Q, or 1126Q (1126Q may be taken concurrently). Only two credits after passing CHEM 2241. May not be taken out of sequence after passing CHEM 2444, 2446, or 4370. Repeat restrictions apply; see advising.uconn.edu/repeat-policy for more information.",False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Organic Chemistry,2444,3.00,Spring 2026,A continuation of CHEM 2443.,Enrollment Requirements: CHEM 2443. May not be taken out of sequence after passing CHEM 4370. Repeat restrictions apply; see advising.uconn.edu/repeat-policy for information.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Organic Chemistry Laboratory,2445,,Spring 2026,"Enrollment Requirements: CHEM 2444, which may be taken concurrently. Students who have passed CHEM 2242 or 2446 will receive only 2 credits. May not be taken out of sequence after passing CHEM 3442 or 4370.","Enrollment Requirements: CHEM 2444, which may be taken concurrently. Students who have passed CHEM 2242 or 2446 will receive only 2 credits. May not be taken out of sequence after passing CHEM 3442 or 4370.",False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Organic Chemistry Laboratory,2446,,Spring 2026,"Introduction to techniques, manipulations, calculations and spectroscopy.",Enrollment Requirements: CHEM 2443; open only to Chemical Engineering or Biomedical Engineering majors or by consent of instructor. Not open to students who have passed CHEM 2445.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Technical Communications,3170W,3.00,Spring 2026,"Covers various aspects of technical writing and oral presentation of technical reports. The student will be introduced to the broad spectrum of the chemical literature; various approaches to information retrieval, including computer searches, will be demonstrated. Short reports based on chemical literature will include references and bibliographies. A major paper on a technical topic will be evaluated and corrected at each stage of its development. An oral report based on this material will also be required.",Enrollment Requirements: CHEM 2443; ENGL 1007 or 1010 or 1011.,False,True,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Undergraduate Research,3189,1.00 - 3.00,Spring 2026,Original investigation carried on by the student under the guidance of a staff member. The student is required to submit a brief report at the end of each semester.,May be repeated for credit,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Special Topics,3195,1.00,Spring 2026,Enrollment Requirements: Prerequisites and recommended preparation vary.,Enrollment Requirements: Prerequisites and recommended preparation vary.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Independent Study,3199,1.00 - 3.00,Spring 2026,May be repeated for credit,May be repeated for credit,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Intermediate Inorganic Chemistry,3214,3.00,Spring 2026,"A systematic presentation of bonding, structure, properties, and reactions of inorganic compounds.",Enrollment Requirements: CHEM 3210. Recommended preparation: CHEM 3564.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Inorganic Chemistry Laboratory,3215,,Spring 2026,"The preparation, isolation, purification, and characterization of inorganic compounds; special techniques and instrumentation may be required.","Enrollment Requirements: CHEM 3214, which may be taken concurrently.",False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Quantitative Analytical Chemistry,3332,,Spring 2026,"Fundamentals of analytical chemistry. While it is a course for chemistry majors, it is also suitable for students in other technical fields who have an interest in learning quantitative analytical chemistry procedures applicable to analytical instrumentation. Traditional wet chemical techniques and instrumental methods. Quantitative chemistry and chemical computations.",Enrollment Requirements: CHEM 1126Q or 1128Q or 1138Q or 1148Q. Recommended preparation: CHEM 3563. May not be taken out of sequence after passing CHEM 3334.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Instrumental Analysis I,3334,,Spring 2026,"Instrumental analytical techniques including molecular spectroscopy, atomic spectroscopy, electrochemistry, separations, and introductory electronics. This course is an extension of the instrumental portion of CHEM 3332.",Enrollment Requirements: CHEM 3332. Recommended preparation: CHEM 3564.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Physical Chemistry II,3564,3.00,Spring 2026,"A study of kinetics, atomic and molecular theory and spectroscopy.",Enrollment Requirements: CHEM 3563 or CHEG 3112; MATH 2410Q or 2420Q.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Physical Chemistry Laboratory,3565W,3.00,Spring 2026,"Laboratory experiments in thermodynamics, kinetics and spectroscopy.","Enrollment Requirements: CHEM 3564, which may be taken concurrently; ENGL 1007 or 1010 or 1011.",False,True,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Polymeric Materials,3661,3.00,Spring 2026,"Structure, properties and chemistry of high polymers. Methods of production and applications.",Enrollment Requirements: CHEM 2444. Not open to students who have passed CHEG 3156.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chemistry,Thesis for Undergraduate Chemistry Majors,4196W,3.00,Spring 2026,"A formal thesis is required, based on original investigation carried on by the student.",Enrollment Requirements: Minimum of 3 credits in CHEM 3189 or 3199; ENGL 1007 or 1010 or 1011; open only to Honors students.,False,True,False,False,False,False,False,False,False,False,False,False,False
Chinese,Elementary Chinese I,1111,,Spring 2026,"Development of ability to communicate in Chinese, orally and in writing.","Enrollment Requirements: Not open to students with three or more years of Chinese in high school; students with prior studies should contact the instructor or the program coordinator prior to registration. Cannot be taken for credit after passing CHIN 1101, 1112, 1113, or 1114.",False,False,False,False,False,False,False,False,False,False,False,False,False
Chinese,Elementary Chinese II,1112,,Spring 2026,"Development of ability to communicate in Chinese, orally and in writing.","Enrollment Requirements: CHIN 1111; not open to students who have had three or more years of Chinese in high school. Cannot be taken for credit after passing CHIN 1102, 1103, 1104, 1113, 1114.",False,False,False,False,False,False,False,False,False,False,False,False,False
Chinese,Intermediate Chinese I,1113,,Spring 2026,"Development of ability to communicate in Chinese, orally and in writing.","Enrollment Requirements: CHIN 1112. Cannot be taken for credit after passing CHIN 1103, 1104, 1114.",False,False,False,False,False,False,False,False,False,False,False,False,False
Chinese,Intermediate Chinese II,1114,,Spring 2026,"Development of ability to communicate in Chinese, orally and in writing.",Enrollment Requirements: CHIN 1113. Not open for credit to students who have passed CHIN 1104 or 3210.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chinese,Modern Chinese Culture,1122,3.00,Spring 2026,"Introduction to modern Chinese culture from the fall of the Qing Dynasty to the present period. Survey of institutions, philosophy, and social customs seen through literature and films. Taught in English. CA 1. CA 4-INT.","Content Areas: CA1: Arts & Humanities, CA4INT: Div & Multi - Intl",False,False,True,False,False,False,True,False,True,True,False,False,False
Chinese,Chinese Dishes and Drinks,2360,3.00,Spring 2026,"Exploration of Chinese culture through the lens of food and drink, examining the intricate connections between cuisine, daily life, and broader historical, social, and cultural contexts. Impact of globalization on Chinese food traditions. Students will develop their own culturally informed restaurant or business concepts.",Enrollment Requirements: Recommended Preparation: CHIN 1121.,False,False,False,False,False,False,False,True,True,False,False,False,False
Chinese,Chinese Eco-Literature and Eco-Cinema,2660E,3.00,Spring 2026,(Also offered as AAAS 2660E.) Examines the development of eco-literature and eco-cinema in modern and contemporary China. Taught in English.,Skill Codes: COMP: Environmental Literacy,False,False,False,False,False,False,False,True,False,False,True,False,False
Chinese,Chinese Composition and Conversation II,3211,3.00,Spring 2026,Development of high intermediate to advanced speaking and writing competency. Taught in Chinese.,Enrollment Requirements: CHIN 3210 or instructor consent.,False,False,False,False,False,False,False,False,False,False,False,False,False
Chinese,Language and Identity in Greater China,3230,3.00,Spring 2026,"The role of language, linguistic indexing of socio-economic class, dialects and regional language variation, impact of state policies, linguistic borrowings, bilingualism and bicultural identity, and language shift and attrition in greater China. Taught in English.CA 1. CA 4-INT.","Content Areas: CA1: Arts & Humanities, CA4INT: Div & Multi - Intl",False,False,True,False,False,False,True,False,True,True,False,False,False
Chinese,Advanced Chinese,3250W,3.00,Spring 2026,"Development of advanced reading, speaking and writing competency in Chinese through modern and contemporary Chinese literature. Taught in Chinese. CA 1. CA 4-INT.",Enrollment Requirements: CHIN 3210 or equivalent; ENGL 1007 or 1010 or 1011.,False,True,True,False,False,False,True,True,False,True,False,False,False
Chinese,Independent Study,3299,1.00 - 6.00,Spring 2026,May be repeated for credit,May be repeated for credit,False,False,False,False,False,False,False,False,False,False,False,False,False
Civil Engineering,Applied Mechanics I,2110,3.00,Spring 2026,Fundamentals of statics using vector methods. Resolution and composition of forces; equilibrium of force systems; analysis of forces acting on structures and machines; applications of friction; centroids; moment of inertia.,Enrollment Requirements: MATH 1132Q.,False,False,False,False,False,False,False,False,False,False,False,False,False
Civil Engineering,Engineering Economics I,2211,1.00,Spring 2026,"Time value of money. Simple, compound, nominal, and effective interest rate. Present, future, and annual worth methods. Single payment, annuity series, gradient series. Rate of return method. Evaluation of alternative projects.",Enrollment Requirements: Open only to Civil and Environmental Engineering majors.,False,False,False,False,False,False,False,False,False,False,False,False,False
